slug,Year,age,minutes_played,made_field_goals,attempted_field_goals,attempted_three_point_field_goals,attempted_free_throws,defensive_rebounds,turnovers,player_efficiency_rating,total_rebound_percentage,value_over_replacement_player
splitti01,2013,28,1997,315,563,2,285,371,100,18.7,14.9,2.1
splitti01,2014,29,1271,181,346,3,173,240,75,16.5,16.1,0.8
splitti01,2015,30,1030,169,303,0,120,161,60,18.9,13.9,1.1
strusma01,2020,23,6,2,3,1,1,0,0,30.7,9.2,0.0
strusma01,2021,24,507,85,187,148,24,36,8,12.1,4.6,0.0
strusma01,2022,25,1587,249,564,442,53,178,57,12.7,7.2,1.2
strusma01,2023,26,2272,324,790,563,89,209,70,10.8,6.7,0.2
strusma01,2024,27,2239,304,728,479,97,272,112,11.7,8.5,0.8
stuckro01,2008,21,1081,153,382,16,156,97,78,13.8,7.1,0.3
stuckro01,2009,22,2517,401,913,78,290,206,173,14.8,6.5,0.9
stuckro01,2010,23,2499,449,1109,79,359,214,163,15.6,6.8,1.0
stuckro01,2011,24,2183,363,827,90,381,146,155,18.4,6.0,1.2
stuckro01,2012,25,1644,256,597,104,320,104,106,17.6,5.2,1.1
sullija01,2013,20,892,111,225,5,63,172,29,13.5,17.5,0.0
sullija01,2014,21,2041,384,899,208,203,360,119,16.4,16.7,0.3
sullija01,2015,22,1566,311,708,184,129,294,78,17.9,15.4,1.2
sullija01,2016,23,1915,351,806,103,161,479,102,16.7,18.7,1.3
sullija01,2017,24,118,15,47,18,8,17,4,6.0,12.9,-0.2
tatumja01,2018,19,2443,397,835,242,258,352,114,15.2,9.0,2.0
tatumja01,2019,20,2455,466,1036,311,228,407,122,15.1,10.4,1.1
tatumja01,2020,21,2265,552,1226,469,313,396,155,20.4,10.9,3.4
tatumja01,2021,22,2290,605,1318,485,340,422,171,21.3,11.5,3.4
tatumja01,2022,23,2731,708,1564,651,469,524,217,21.8,12.1,4.8
teaguje01,2010,21,719,90,227,32,49,62,50,11.0,5.4,-0.3
teaguje01,2011,22,963,133,304,48,97,91,64,14.6,6.4,0.6
teaguje01,2012,23,2183,320,672,149,185,138,134,15.8,4.3,1.8
teaguje01,2013,24,2628,439,974,248,226,155,230,16.8,3.9,1.5
teaguje01,2014,25,2542,456,1040,225,376,174,232,17.1,4.7,1.2
teletmi01,2013,27,499,71,185,108,11,62,20,12.3,11.2,0.1
teletmi01,2014,28,1396,221,529,349,62,206,54,14.3,11.4,0.6
teletmi01,2015,29,892,122,319,193,46,167,53,10.7,12.2,0.1
teletmi01,2016,30,1686,332,777,460,155,247,84,16.2,9.7,1.4
teletmi01,2017,31,1133,156,418,305,45,151,37,8.8,8.3,-0.5
thompja02,2009,22,2303,356,717,8,286,372,146,13.9,15.4,-1.3
thompja02,2010,23,2357,370,784,10,277,413,139,14.5,15.5,-0.2
thompja02,2011,24,1748,271,534,3,200,310,99,13.6,14.8,-0.1
thompja02,2012,25,1657,237,443,2,181,277,68,16.4,14.7,0.5
thompja02,2013,26,2285,374,745,3,206,377,101,14.6,13.8,-0.3
townska01,2016,20,2627,625,1153,88,275,629,183,22.5,19.0,2.7
townska01,2017,21,3030,802,1480,275,428,711,212,25.9,19.4,5.2
townska01,2018,22,2918,639,1172,285,402,774,159,24.9,20.0,5.2
townska01,2019,23,2545,681,1314,355,450,691,240,26.3,20.0,5.1
townska01,2020,24,1187,316,622,277,226,283,110,26.5,16.8,2.9
turnemy01,2016,19,1367,264,530,14,121,264,67,15.4,13.3,0.1
turnemy01,2017,20,2541,444,869,115,303,450,105,18.5,13.0,2.0
turnemy01,2018,21,1836,306,639,157,206,324,96,16.6,12.8,0.8
turnemy01,2019,22,2119,380,780,196,201,430,100,18.0,13.9,2.4
turnemy01,2020,23,1826,268,587,250,169,321,85,14.8,12.2,1.0
vanvlfr01,2017,22,294,39,111,29,22,38,15,10.5,8.1,0.0
vanvlfr01,2018,23,1520,232,545,261,101,159,74,15.9,6.8,1.7
vanvlfr01,2019,24,1760,246,600,296,115,146,82,13.7,5.1,1.1
vanvlfr01,2020,25,1928,319,773,374,198,185,121,16.3,5.6,2.3
vanvlfr01,2021,26,1899,338,870,476,191,188,95,16.8,6.4,2.2
villach01,2006,21,2361,435,940,214,160,340,99,16.4,13.5,0.6
villach01,2007,22,984,180,383,86,89,166,54,15.8,13.6,0.2
villach01,2008,23,1829,354,814,185,157,321,107,14.9,15.0,-0.3
villach01,2009,24,2095,487,1089,258,240,366,138,18.6,14.7,1.6
villach01,2010,25,1848,363,827,282,130,280,74,16.0,12.0,0.9
vincega01,2020,23,83,8,37,27,0,5,1,1.2,3.4,-0.2
vincega01,2021,24,655,88,233,149,23,46,34,7.6,4.9,-0.6
vincega01,2022,25,1589,214,513,323,54,104,98,10.6,4.5,0.2
vincega01,2023,26,1759,228,567,350,78,118,92,9.0,4.8,-0.6
vincega01,2024,27,218,15,49,28,2,5,5,3.1,2.3,-0.2
wadede01,2020,23,71,9,13,4,1,16,3,13.9,14.9,0.0
wadede01,2021,24,1212,134,311,213,39,177,30,11.3,9.9,0.2
wadede01,2022,25,980,99,217,142,30,119,16,10.1,8.5,0.4
wadede01,2023,26,891,73,177,127,23,130,17,8.5,9.9,0.3
wadede01,2024,27,1108,96,232,202,26,181,20,10.2,11.1,0.6
walkeke02,2012,21,1792,281,767,226,213,204,119,14.9,7.5,0.6
walkeke02,2013,22,2859,526,1244,332,371,223,200,18.8,5.7,2.4
walkeke02,2014,23,2614,449,1143,327,337,267,169,16.8,6.6,2.4
walkeke02,2015,24,2119,378,981,280,283,185,100,17.6,5.7,2.3
walkeke02,2016,25,2885,568,1331,490,438,301,171,20.8,6.8,4.3
walkelo01,2019,20,118,16,46,13,10,17,4,10.8,7.9,0.0
walkelo01,2020,21,988,152,357,101,61,116,44,10.5,7.6,-0.4
walkelo01,2021,22,1522,256,609,282,70,141,65,9.8,5.4,-0.7
walkelo01,2022,23,1612,311,764,353,148,163,71,12.3,5.9,-0.2
walkelo01,2023,24,1297,236,527,249,106,95,46,12.2,4.5,0.2
watanyu01,2019,24,174,15,51,16,10,27,6,3.3,10.0,-0.3
watanyu01,2020,25,105,15,34,8,8,13,2,11.2,10.0,0.0
watanyu01,2021,26,723,79,180,90,29,123,19,12.2,12.1,0.2
watanyu01,2022,27,445,56,138,79,40,74,19,11.5,11.2,0.0
watanyu01,2023,28,928,114,232,135,47,111,22,12.1,8.5,0.3
watsocj01,2008,23,368,43,101,26,29,19,18,11.0,4.7,-0.1
watsocj01,2009,24,1883,257,562,120,193,153,92,14.2,5.5,0.7
watsocj01,2010,25,1788,247,528,145,166,141,69,13.8,5.3,0.7
watsocj01,2011,26,1091,146,394,112,93,78,73,12.8,5.0,0.5
watsocj01,2012,27,1159,161,437,173,104,84,97,13.3,5.1,0.5
webstma02,2006,19,1070,139,348,182,71,101,43,11.6,7.3,-0.1
webstma02,2007,20,1759,195,492,250,132,197,76,9.9,8.5,0.0
webstma02,2008,21,2132,277,656,317,166,242,83,12.0,8.2,1.0
webstma02,2009,22,5,0,1,1,0,0,0,-8.4,0.0,0.0
webstma02,2010,23,2005,259,639,332,155,221,60,12.5,8.3,1.0
westda01,2004,23,930,108,228,2,80,180,48,15.9,18.2,0.4
westda01,2005,24,552,75,172,5,50,89,37,11.1,13.8,-0.2
westda01,2006,25,2526,530,1036,11,236,380,105,19.7,12.9,2.2
westda01,2007,26,1900,377,792,25,227,298,98,18.9,12.9,1.4
westda01,2008,27,2870,629,1305,25,353,495,165,19.9,13.7,2.6
whiteco01,2020,19,1674,312,792,376,129,202,109,11.9,7.6,-0.4
whiteco01,2021,20,2156,375,902,454,142,256,156,12.0,7.3,-0.2
whiteco01,2022,21,1675,279,644,353,91,165,70,12.6,6.1,0.0
whiteco01,2023,22,1730,263,594,344,70,196,74,12.5,6.9,0.5
whiteco01,2024,23,2881,541,1209,556,260,314,166,14.5,6.9,0.9
willike04,2019,24,1079,107,279,156,19,164,36,9.7,10.5,0.0
willike04,2020,25,832,51,147,97,26,135,22,7.5,11.9,-0.1
willike04,2021,26,1426,219,411,117,63,189,76,14.0,10.0,0.4
willike04,2022,27,1072,146,317,121,55,145,46,13.3,10.5,0.5
willike04,2023,28,1206,179,346,134,39,164,32,14.4,11.6,0.8
willima02,2006,19,1952,235,531,53,253,261,83,12.2,11.8,-0.7
willima02,2007,20,2179,306,706,45,265,253,127,12.2,9.3,-0.6
willima02,2008,21,2765,424,918,10,409,338,127,14.5,9.6,0.4
willima02,2009,22,2093,285,622,155,273,272,70,16.0,10.7,1.5
willima02,2010,23,2468,302,664,132,215,310,72,13.0,9.8,1.0
williro04,2019,21,283,36,51,0,15,54,10,18.9,15.3,0.3
williro04,2020,22,388,64,88,0,34,88,21,23.1,17.7,0.7
williro04,2021,23,985,186,258,2,73,225,52,25.7,20.2,2.0
williro04,2022,24,1804,271,368,1,90,350,63,22.1,17.6,3.4
williro04,2023,25,824,127,170,1,41,188,34,19.8,19.3,1.1
witheje01,2014,23,684,69,129,1,73,101,20,15.2,12.7,0.4
witheje01,2015,24,259,32,64,0,50,41,12,17.6,14.0,0.1
witheje01,2016,25,658,87,162,2,59,117,28,17.7,15.4,0.5
witheje01,2017,26,432,55,103,1,48,69,14,18.8,16.2,0.4
witheje01,2018,27,39,6,16,10,2,9,2,8.3,14.2,0.0
wrighdo01,2005,19,27,3,11,4,1,1,3,5.2,2.2,0.0
wrighdo01,2006,20,132,20,43,6,17,30,14,13.2,14.3,0.0
wrighdo01,2007,21,1292,162,364,34,86,232,65,12.7,12.4,0.5
wrighdo01,2008,22,1104,143,293,11,69,172,29,14.4,11.9,0.6
wrighdo01,2009,23,73,8,20,0,6,18,6,3.7,16.4,-0.1
youngtr01,2019,20,2503,525,1256,482,414,237,308,17.0,6.3,0.9
youngtr01,2020,21,2120,546,1249,568,559,223,289,23.9,6.5,3.1
youngtr01,2021,22,2125,487,1112,397,546,207,261,23.0,6.3,3.0
youngtr01,2022,23,2652,711,1544,610,553,234,303,25.4,5.9,4.8
youngtr01,2023,24,2541,597,1390,460,639,161,300,22.0,4.7,3.4
zelleco01,2014,21,1416,172,404,1,200,235,87,13.1,14.1,0.0
zelleco01,2015,22,1487,172,373,1,164,265,62,14.1,13.4,0.5
zelleco01,2016,23,1774,231,437,10,232,317,68,16.1,14.0,0.9
zelleco01,2017,24,1725,253,443,1,196,270,65,16.7,12.9,1.0
zelleco01,2018,25,627,85,156,3,85,110,33,15.9,15.3,0.1
